"","COI.0421.1Prt.Dn.2","COI.0421.1Prt.Up.1","COI.0421.1Prt.Up.3","Delta.1m1.072021","Delta.1m2.072021","Delta.1m3.072021","MBT.1m1.072021"
"NA__NA__NA__NA__NA__NA__NA__Seq_3035",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3036",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3037",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3038",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3039",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3040",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3041",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3042",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3043",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3044",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3045",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3046",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3047",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3048",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3049",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3050",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3051",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3052",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3053",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3054",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3055",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3056",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3057",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3058",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3059",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3060",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3061",3,0,0,0,0,0,0
"Metazoa__Arthropoda__Collembola__NA__NA__NA__NA__Seq_3062",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3063",3,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_3064",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3065",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3066",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3067",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3068",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3069",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3070",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3071",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3072",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3073",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3074",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3075",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3076",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3077",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3078",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3079",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3080",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3081",3,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_3082",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3083",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3084",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3085",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3086",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3087",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3088",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3089",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3090",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3091",3,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_3092",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3093",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3094",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3095",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3096",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3097",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3098",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3099",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3100",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3101",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3102",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3103",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3104",3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3105",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3106",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3107",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3108",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3109",2,0,0,0,0,0,0
"Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra viridissima__Seq_3110",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3111",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3112",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3113",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3114",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3115",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3116",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3117",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3118",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3119",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3120",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3121",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3122",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3123",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3124",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3125",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3126",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3127",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3128",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3129",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3130",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3131",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3132",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3133",2,0,0,0,0,0,0
"NA__Bacillariophyta__NA__NA__NA__NA__NA__Seq_3134",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3135",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3136",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3137",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3138",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3139",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3140",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3141",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3142",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3143",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3144",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3145",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3146",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3147",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3148",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3149",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3150",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3151",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3152",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3153",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3154",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3155",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3156",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3157",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3158",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3159",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3160",2,0,0,0,0,0,0
"Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA__Seq_3161",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3162",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3163",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3164",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3165",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3166",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3167",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3168",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3169",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3170",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3171",2,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_3172",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3173",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3174",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3175",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3176",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3177",2,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3178",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3179",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3180",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3181",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3182",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3183",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3184",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3185",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3186",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3187",1,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3188",0,72,86,115,0,419,511
"Metazoa__Annelida__Clitellata__Haplotaxida__NA__NA__NA__Seq_3189",0,855,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3190",0,199,211,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3191",0,145,241,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3192",0,99,162,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3193",0,60,179,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3194",0,92,125,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3195",0,27,159,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3196",0,15,0,0,0,96,69
"NA__NA__NA__NA__NA__NA__NA__Seq_3197",0,53,124,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3198",0,109,58,0,0,0,0
"Metazoa__Arthropoda__Insecta__Trichoptera__Lepidostomatidae__Lepidostoma__Lepidostoma unicolor__Seq_3199",0,55,108,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3200",0,48,113,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3201",0,30,123,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3202",0,6,0,84,0,0,61
"NA__NA__NA__NA__NA__NA__NA__Seq_3203",0,46,104,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3204",0,39,109,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3205",0,44,102,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3206",0,90,52,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3207",0,57,83,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3208",0,39,93,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3209",0,49,81,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3210",0,26,102,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3211",0,48,72,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3212",0,79,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3213",0,97,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3214",0,65,50,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3215",0,18,92,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3216",0,36,73,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3217",0,38,70,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3218",0,16,92,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3219",0,107,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3220",0,107,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3221",0,15,26,65,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3222",0,65,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3223",0,56,48,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3224",0,50,54,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3225",0,67,35,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3226",0,39,62,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3227",0,36,64,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3228",0,93,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3229",0,25,64,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3230",0,26,62,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3231",0,42,45,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3232",0,29,57,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3233",0,42,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3234",0,24,59,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3235",0,82,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3236",0,38,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3237",0,26,54,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3238",0,44,34,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3239",0,39,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3240",0,77,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3241",0,45,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3242",0,23,0,0,0,0,54
"NA__NA__NA__NA__NA__NA__NA__Seq_3243",0,20,57,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3244",0,17,59,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3245",0,35,40,0,0,0,0
"Metazoa__Arthropoda__Insecta__Diptera__NA__NA__NA__Seq_3246",0,14,61,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3247",0,74,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3248",0,74,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3249",0,35,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3250",0,73,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3251",0,22,51,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3252",0,45,26,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3253",0,13,58,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3254",0,70,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3255",0,16,54,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3256",0,32,37,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3257",0,21,48,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3258",0,10,59,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3259",0,68,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3260",0,68,0,0,0,0,0
"Metazoa__Annelida__Clitellata__Haplotaxida__Naididae__NA__NA__Seq_3261",0,55,12,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3262",0,37,30,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3263",0,66,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3264",0,66,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3265",0,13,53,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3266",0,42,22,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3267",0,19,45,0,0,0,0
"NA__Bacillariophyta__Bacillariophyceae__Cymbellales__Gomphonemataceae__Gomphonema__NA__Seq_3268",0,25,38,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3269",0,32,30,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3270",0,10,52,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3271",0,59,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3272",0,59,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3273",0,32,27,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3274",0,58,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3275",0,58,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3276",0,58,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3277",0,43,15,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3278",0,24,34,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3279",0,12,46,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3280",0,22,35,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3281",0,56,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3282",0,56,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3283",0,56,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3284",0,33,23,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3285",0,13,43,0,0,0,0
"Metazoa__Rotifera__Bdelloidea__NA__NA__NA__NA__Seq_3286",0,55,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3287",0,55,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3288",0,55,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3289",0,41,14,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3290",0,15,40,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3291",0,54,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3292",0,54,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3293",0,54,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3294",0,53,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3295",0,53,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3296",0,53,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3297",0,24,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3298",0,15,37,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3299",0,9,43,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3300",0,5,47,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3301",0,51,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3302",0,32,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3303",0,32,19,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3304",0,25,26,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3305",0,15,36,0,0,0,0
"Metazoa__Tardigrada__Eutardigrada__Parachela__NA__NA__NA__Seq_3306",0,50,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3307",0,50,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3308",0,32,18,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3309",0,11,39,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3310",0,49,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3311",0,49,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3312",0,24,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3313",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3314",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3315",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3316",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3317",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3318",0,48,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3319",0,19,29,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3320",0,47,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3321",0,47,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3322",0,19,28,0,0,0,0
"NA__NA__Oomycetes__NA__NA__NA__NA__Seq_3323",0,11,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3324",0,46,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3325",0,46,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3326",0,46,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3327",0,46,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3328",0,14,32,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3329",0,11,35,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3330",0,45,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3331",0,45,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3332",0,45,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3333",0,45,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3334",0,45,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3335",0,19,26,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3336",0,18,27,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3337",0,15,30,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3338",0,44,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3339",0,44,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3340",0,44,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3341",0,19,25,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3342",0,16,28,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3343",0,8,36,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3344",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3345",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3346",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3347",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3348",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3349",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3350",0,43,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3351",0,10,33,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_3352",0,42,0,0,0,0,0
