"","tmp.hash","tmp.tx","wholetax.tg"
"142","c0c0505e6426a212fdeae954bc4cb9cd91821ce0","Taxon_142","Metazoa__NA__NA__NA__NA__NA__NA"
"143","5a9df5ed6a81e7a42485a2754d001a2196b81da0","Taxon_143","Metazoa__Cnidaria__Hydrozoa__Anthoathecata__Hydridae__Hydra__Hydra vulgaris"
"144","6cecf2afeb93f99f9996414020c4bb946e579681","Taxon_144","Metazoa__Annelida__Clitellata__Lumbriculida__Lumbriculidae__Stylodrilus__Stylodrilus heringianus"
"145","4e4e29d6274621776a2f8f95ac5e819ee2d016d4","Taxon_145","Metazoa__Annelida__Clitellata__Lumbriculida__Lumbriculidae__Lumbriculus__Lumbriculus variegatus"
"146","a0a4d52f9a55377a9bc2a75535e24767ba10ad99","Taxon_146","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"147","2942441d8663055c93d656cb7191b61ffbfaffd3","Taxon_147","Metazoa__Annelida__Clitellata__Haplotaxida__Lumbricidae__Allolobophora__NA"
"148","ef019b46aa08617366c9d178f19b1b7bb00d824e","Taxon_148","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"149","ec4c94feef7352cb8e50ae74502bd1909751fc79","Taxon_149","Metazoa__Arthropoda__Insecta__Plecoptera__NA__NA__NA"
"150","8fcb7a2bd994669efba78c842a15e5e25b951e1b","Taxon_150","Metazoa__Rotifera__Monogononta__Ploima__NA__NA__NA"
"151","81142a602ceb79d9aa9ebeba1489c688733543c0","Taxon_151","Metazoa__Arthropoda__Insecta__Diptera__Chironomidae__NA__NA"
"152","1036a7549b637dc6679d92b44688c4d46cd1d3d2","Taxon_152","Metazoa__NA__NA__NA__NA__NA__NA"
"153","040201cb1b371ec406026a96a2b7a957a65dbd83","Taxon_153","Fungi__NA__NA__NA__NA__NA__NA"
"154","d160504ccbf73ac2bf2ae353868014b4532a5291","Taxon_154","Metazoa__NA__NA__NA__NA__NA__NA"
"155","ca1bdfce6b20de4aa1c98ff8afac6dfc90958f54","Taxon_155","Metazoa__Rotifera__Monogononta__Ploima__Brachionidae__Keratella__NA"
"156","ce7454c336e679917634d84cf51f0b61fb3c9bf6","Taxon_156","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"157","385362027fc10b45dca701c376a7931c102d3fdf","Taxon_157","Viridiplantae__Chlorophyta__Chlorophyceae__Chlamydomonadales__NA__NA__NA"
"158","33bc5ac9b34b43cad0d9dabbeccc0c96e863cc77","Taxon_158","Metazoa__Tardigrada__Eutardigrada__Parachela__NA__NA__NA"
