"","MiFish.0321.1Prt.Dn.1","MiFish.0321.1Prt.Dn.2","MiFish.0321.1Prt.Up.2","MiFish.0321.2Brn.Dn.1","MiFish.0321.2Brn.Up.1","MiFish.0321.2Brn.Up.2","MiFish.0321.2Brn.Up.3","MiFish.0321.4Pad.Dn.1","MiFish.0321.5Sqm.Up.2","MiFish.0321.1Prt.Dn.1TR2","MiFish.0321.1Prt.Dn.1TR3","MiFish.0421.1Prt.Dn.2","MiFish.0421.3Chk.Dn.3","MiFish.0421.4Pad.Dn.1","MiFish.0421.4Pad.Up11.3","MiFish.0421.5Sqm.Up.1","MiFish.0421.3Chk.Dn.3TR2","MiFish.0421.3Chk.Dn.3TR3","MiFish.0821.1Prt.Dn.1","MiFish.0821.1Prt.Up.1","MiFish.0821.2Brn.Up.2","MiFish.0821.3Chk.Dn.2","MiFish.0821.4Pad.Dn.2","MiFish.0821.4Pad.Up11.3","MiFish.0821.4Pad.Up5.3","MiFish.0821.5Sqm.Dn.2","MiFish.Kangaroo.Run.3"
"NA__NA__NA__NA__NA__NA__NA__Seq_1419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,35,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,35,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,41,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,31,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,21,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"Metazoa__Chordata__Mammalia__Didelphimorphia__Didelphidae__NA__NA__Seq_1477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,15,1013,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_1517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1518",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,25,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
"Metazoa__Chordata__Aves__Passeriformes__NA__NA__NA__Seq_1523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_1544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"Metazoa__NA__NA__NA__NA__NA__NA__Seq_1556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1562",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1567",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"NA__NA__NA__NA__NA__NA__NA__Seq_1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
