,MiFish.0321.1Prt.Up.1,MiFish.0321.2Brn.Dn.3,MiFish.0321.3Chk.Dn.1,MiFish.0321.3Chk.Dn.3,MiFish.0321.3Chk.Up.2,MiFish.0321.4Pad.Dn.2,MiFish.0321.4Pad.Dn.3,MiFish.0321.4Pad.Up11.1,MiFish.0321.4Pad.Up11.3,MiFish.0321.4Pad.Up5.1,MiFish.0321.4Pad.Up5.2,MiFish.0321.4Pad.Up5.3,MiFish.0321.5Sqm.Dn.3,MiFish.0321.5Sqm.Up.1,MiFish.0421.1Prt.Dn.1,MiFish.0421.1Prt.Dn.3,MiFish.0421.2Brn.Dn.2,MiFish.0421.2Brn.Dn.3,MiFish.0421.2Brn.Up.2,MiFish.0421.3Chk.Dn.1,MiFish.0421.3Chk.Dn.2,MiFish.0421.3Chk.Up.1,MiFish.0421.4Pad.Up11.2,MiFish.0421.4Pad.Up5.1,MiFish.0421.4Pad.Up5.2,MiFish.0421.5Sqm.Dn.2,MiFish.0421.5Sqm.Dn.3,MiFish.0421.5Sqm.Up.2,MiFish.0421.5Sqm.Up.3,MiFish.0821.1Prt.Dn.2,MiFish.0821.1Prt.Dn.3,MiFish.0821.1Prt.Up.2,MiFish.0821.1Prt.Up.3,MiFish.0821.2Brn.Dn.2,MiFish.0821.2Brn.Up.1,MiFish.0821.2Brn.Up.3,MiFish.0821.3Chk.Up.1,MiFish.0821.4Pad.Dn.1,MiFish.0821.5Sqm.Dn.1,MiFish.0821.2Brn.Dn.2TR2,MiFish.0821.2Brn.Dn.2TR3,MiFish.Kangaroo.Run.2
Metazoa__Chordata__Mammalia__Rodentia__Cricetidae__NA__NA__Seq_2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,262,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,312,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,45,135,0
NA__NA__NA__NA__NA__NA__NA__Seq_2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,23,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,28,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,8,125,269,0,330,532,0,294,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,379,271,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,148,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,317,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
Metazoa__Chordata__NA__NA__NA__NA__NA__Seq_2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,10,0,28,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,16,12,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Mammalia__Artiodactyla__Cervidae__NA__NA__Seq_2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,40,0
NA__NA__NA__NA__NA__NA__NA__Seq_2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
NA__NA__NA__NA__NA__NA__NA__Seq_2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__NA__NA__NA__NA__NA__NA__Seq_2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA__Seq_2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Actinopteri__Salmoniformes__Salmonidae__NA__NA__Seq_2461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa__Chordata__Amphibia__Caudata__Ambystomatidae__Ambystoma__NA__Seq_2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,34,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0
NA__NA__NA__NA__NA__NA__NA__Seq_2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA__NA__NA__NA__NA__NA__NA__Seq_2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
